County,Gender,Age_Group,Population_2020_04_01,Population_2020_07_01,Population_2021_07_01
Hardeman,Male,5+ years,1705,1709,1706
Hardeman,Male,65+ years,371,373,382
Hardeman,Male,12+ years,1535,1540,1544
Hardeman,Male,<16 years,371,370,367
Hardeman,Male,16-49 years,717,720,721
Hardin,Female,<5 years,1675,1648,1643
Hardin,Female,12-15 years,1569,1570,1591
Hardin,Female,16+ years,22462,22499,22787
Hardin,Female,50-64 years,5502,5495,5468
Hardin,Female,65-79 years,3969,3988,4135
Hardin,Female,80+ years,1263,1264,1272
Hardin,Female,5+ years,26787,26839,27166
Hardin,Female,65+ years,5232,5252,5407
Hardin,Female,12+ years,24031,24069,24378
Hardin,Female,<16 years,6000,5988,6022
Hardin,Female,16-49 years,11728,11752,11912
Hardin,Male,<5 years,1741,1744,1782
Hardin,Male,12-15 years,1641,1635,1645
Hardin,Male,16+ years,21447,21474,21727
Hardin,Male,50-64 years,5502,5483,5484
Hardin,Male,65-79 years,3529,3559,3641
Hardin,Male,80+ years,774,770,782
Hardin,Male,5+ years,26028,26046,26382
Hardin,Male,65+ years,4303,4329,4423
Hardin,Male,12+ years,23088,23109,23372
Hardin,Male,<16 years,6322,6316,6437
Hardin,Male,16-49 years,11642,11662,11820
Harris,Female,<5 years,167587,166044,160327
Harris,Female,12-15 years,139321,139138,138120
Harris,Female,16+ years,1821468,1824511,1833150
Harris,Female,50-64 years,398779,399482,401148
Harris,Female,65-79 years,222290,224417,233440
Harris,Female,80+ years,60182,60383,61425
Harris,Female,5+ years,2204516,2207152,2213534
Harris,Female,65+ years,282472,284800,294865
Harris,Female,12+ years,1960789,1963649,1971270
Harris,Female,<16 years,550635,548685,540711
Harris,Female,16-49 years,1140217,1140229,1137137
Harris,Male,<5 years,173360,171772,166107
Harris,Male,12-15 years,145690,145413,144112
Harris,Male,16+ years,1788150,1790448,1793471
Harris,Male,50-64 years,392003,392855,394821
Harris,Male,65-79 years,192673,194543,202371
Harris,Male,80+ years,37953,38305,39881
Harris,Male,5+ years,2185682,2187523,2188062
Harris,Male,65+ years,230626,232848,242252
Harris,Male,12+ years,1933840,1935861,1937583
Harris,Male,<16 years,570892,568847,560698
Harris,Male,16-49 years,1165521,1164745,1156398
Harrison,Female,<5 years,1985,1945,1911
Harrison,Female,12-15 years,2021,2015,1993
Harrison,Female,16+ years,27493,27506,27845
Harrison,Female,50-64 years,6689,6696,6731
Harrison,Female,65-79 years,4954,4989,5190
Harrison,Female,80+ years,1573,1577,1589
Harrison,Female,5+ years,32940,32950,33256
Harrison,Female,65+ years,6527,6566,6779
Harrison,Female,12+ years,29514,29521,29838
Harrison,Female,<16 years,7432,7389,7322
Harrison,Female,16-49 years,14277,14244,14335
Harrison,Male,<5 years,2098,2083,2030
Harrison,Male,12-15 years,2139,2129,2081
Harrison,Male,16+ years,26151,26158,26358
Harrison,Male,50-64 years,6600,6586,6652
Harrison,Male,65-79 years,4475,4502,4618
Harrison,Male,80+ years,990,1000,1046
Harrison,Male,5+ years,31816,31800,31953
Harrison,Male,65+ years,5465,5502,5664
Harrison,Male,12+ years,28290,28287,28439
Harrison,Male,<16 years,7763,7725,7625
Harrison,Male,16-49 years,14086,14070,14042
Hartley,Female,<5 years,149,151,161
Hartley,Female,12-15 years,123,120,116
Hartley,Female,16+ years,1628,1613,1626
Hartley,Female,50-64 years,364,359,362
Hartley,Female,65-79 years,316,314,312
Hartley,Female,80+ years,115,116,126
Hartley,Female,5+ years,1968,1949,1944
Hartley,Female,65+ years,431,430,438
Hartley,Female,12+ years,1751,1733,1742
Hartley,Female,<16 years,489,487,479
Hartley,Female,16-49 years,833,824,826
Hartley,Male,<5 years,167,171,177
Hartley,Male,12-15 years,138,136,127
Hartley,Male,16+ years,2749,2745,2783
Hartley,Male,50-64 years,621,619,608
Hartley,Male,65-79 years,292,290,298
Hartley,Male,80+ years,85,88,95
Hartley,Male,5+ years,3098,3091,3115
Hartley,Male,65+ years,377,378,393
Hartley,Male,12+ years,2887,2881,2910
Hartley,Male,<16 years,516,517,509
Hartley,Male,16-49 years,1751,1748,1782
Haskell,Female,<5 years,103,103,103
Haskell,Female,12-15 years,121,120,117
Haskell,Female,16+ years,2123,2121,2086
Haskell,Female,50-64 years,538,539,507
Haskell,Female,65-79 years,459,460,471
Haskell,Female,80+ years,179,175,168
Haskell,Female,5+ years,2434,2430,2398
Haskell,Female,65+ years,638,635,639
Haskell,Female,12+ years,2244,2241,2203
Haskell,Female,<16 years,414,412,415
Haskell,Female,16-49 years,947,947,940
Haskell,Male,<5 years,98,100,114
Haskell,Male,12-15 years,124,125,131
Haskell,Male,16+ years,2468,2476,2479
Haskell,Male,50-64 years,554,555,537
Haskell,Male,65-79 years,439,444,451
Haskell,Male,80+ years,134,131,125
Haskell,Male,5+ years,2781,2791,2796
Haskell,Male,65+ years,573,575,576
Haskell,Male,12+ years,2592,2601,2610
Haskell,Male,<16 years,411,415,431
Haskell,Male,16-49 years,1341,1346,1366
Hays,Female,<5 years,6883,6894,7043
Hays,Female,12-15 years,6786,6855,7106
Hays,Female,16+ years,96773,98021,103089
Hays,Female,50-64 years,19116,19352,20445
Hays,Female,65-79 years,11998,12243,13174
Hays,Female,80+ years,2817,2863,2979
Hays,Female,5+ years,113965,115362,121159
Hays,Female,65+ years,14815,15106,16153
Hays,Female,12+ years,103559,104876,110195
Hays,Female,<16 years,24075,24235,25113
Hays,Female,16-49 years,62842,63563,66491
Hays,Male,<5 years,7426,7459,7486
Hays,Male,12-15 years,6911,6971,7215
Hays,Male,16+ years,94948,96079,100914
Hays,Male,50-64 years,18645,18889,19849
Hays,Male,65-79 years,10856,11031,11765
Hays,Male,80+ years,1840,1856,1970
Hays,Male,5+ years,112793,114094,119709
Hays,Male,65+ years,12696,12887,13735
Hays,Male,12+ years,101859,103050,108129
Hays,Male,<16 years,25271,25474,26281
Hays,Male,16-49 years,63607,64303,67330
Hemphill,Female,<5 years,90,89,79
Hemphill,Female,12-15 years,138,135,129
Hemphill,Female,16+ years,1271,1270,1270
Hemphill,Female,50-64 years,257,255,254
Hemphill,Female,65-79 years,204,204,210
Hemphill,Female,80+ years,75,74,77
Hemphill,Female,5+ years,1600,1593,1566
Hemphill,Female,65+ years,279,278,287
Hemphill,Female,12+ years,1409,1405,1399
Hemphill,Female,<16 years,419,412,375
Hemphill,Female,16-49 years,735,737,729
Hemphill,Male,<5 years,123,124,108
Hemphill,Male,12-15 years,134,134,138
Hemphill,Male,16+ years,1221,1218,1197
Hemphill,Male,50-64 years,275,275,274
Hemphill,Male,65-79 years,199,201,201
Hemphill,Male,80+ years,46,46,47
Hemphill,Male,5+ years,1569,1562,1518
Hemphill,Male,65+ years,245,247,248
Hemphill,Male,12+ years,1355,1352,1335
Hemphill,Male,<16 years,471,468,429
Hemphill,Male,16-49 years,701,696,675
Henderson,Female,<5 years,2115,2128,2199
Henderson,Female,12-15 years,1999,1995,2001
Henderson,Female,16+ years,34162,34245,34899
Henderson,Female,50-64 years,8924,8947,9111
Henderson,Female,65-79 years,7430,7442,7676
Henderson,Female,80+ years,2254,2263,2298
Henderson,Female,5+ years,39519,39620,40335
Henderson,Female,65+ years,9684,9705,9974
Henderson,Female,12+ years,36161,36240,36900
Henderson,Female,<16 years,7472,7503,7635
Henderson,Female,16-49 years,15554,15593,15814
Henderson,Male,<5 years,2304,2305,2335
Henderson,Male,12-15 years,2179,2177,2183
Henderson,Male,16+ years,32398,32481,32939
Henderson,Male,50-64 years,8465,8464,8490
Henderson,Male,65-79 years,6765,6804,6934
Henderson,Male,80+ years,1741,1738,1786
Henderson,Male,5+ years,38212,38295,38798
Henderson,Male,65+ years,8506,8542,8720
Henderson,Male,12+ years,34577,34658,35122
Henderson,Male,<16 years,8118,8119,8194
Henderson,Male,16-49 years,15427,15475,15729
Hidalgo,Female,<5 years,35769,35488,34320
Hidalgo,Female,12-15 years,31222,31213,31212
Hidalgo,Female,16+ years,319529,320555,325400
Hidalgo,Female,50-64 years,62751,63097,64778
Hidalgo,Female,65-79 years,40060,40321,41438
Hidalgo,Female,80+ years,13743,13796,14033
Hidalgo,Female,5+ years,405986,406952,411771
Hidalgo,Female,65+ years,53803,54117,55471
Hidalgo,Female,12+ years,350751,351768,356612
Hidalgo,Female,<16 years,122226,121885,120691
Hidalgo,Female,16-49 years,202975,203341,205151
Hidalgo,Male,<5 years,36965,36639,35442
Hidalgo,Male,12-15 years,31985,32021,32256
Hidalgo,Male,16+ years,301971,303090,308601
Hidalgo,Male,50-64 years,56661,57005,58597
Hidalgo,Male,65-79 years,33318,33529,34439
Hidalgo,Male,80+ years,9867,9915,10007
Hidalgo,Male,5+ years,392061,393125,398823
Hidalgo,Male,65+ years,43185,43444,44446
Hidalgo,Male,12+ years,333956,335111,340857
Hidalgo,Male,<16 years,127055,126674,125664
Hidalgo,Male,16-49 years,202125,202641,205558
Hill,Female,<5 years,991,987,1004
Hill,Female,12-15 years,1017,1015,1003
Hill,Female,16+ years,14333,14362,14567
Hill,Female,50-64 years,3639,3642,3676
Hill,Female,65-79 years,2849,2861,2918
Hill,Female,80+ years,961,959,962
Hill,Female,5+ years,16929,16959,17154
Hill,Female,65+ years,3810,3820,3880
Hill,Female,12+ years,15350,15377,15570
Hill,Female,<16 years,3587,3584,3591
Hill,Female,16-49 years,6884,6900,7011
Hill,Male,<5 years,1101,1103,1075
Hill,Male,12-15 years,1008,1008,1007
Hill,Male,16+ years,14166,14221,14449
Hill,Male,50-64 years,3558,3570,3650
Hill,Male,65-79 years,2815,2813,2859
Hill,Male,80+ years,700,702,718
Hill,Male,5+ years,16853,16916,17238
Hill,Male,65+ years,3515,3515,3577
Hill,Male,12+ years,15174,15229,15456
Hill,Male,<16 years,3788,3798,3864
Hill,Male,16-49 years,7093,7136,7222
Hockley,Female,<5 years,716,709,686
Hockley,Female,12-15 years,686,686,681
Hockley,Female,16+ years,8364,8352,8313
Hockley,Female,50-64 years,1861,1854,1846
Hockley,Female,65-79 years,1281,1285,1282
Hockley,Female,80+ years,447,452,459
Hockley,Female,5+ years,10058,10049,10029
Hockley,Female,65+ years,1728,1737,1741
Hockley,Female,12+ years,9050,9038,8994
Hockley,Female,<16 years,2410,2406,2402
Hockley,Female,16-49 years,4775,4761,4726
Hockley,Male,<5 years,742,729,711
Hockley,Male,12-15 years,707,706,698
Hockley,Male,16+ years,8202,8181,8118
Hockley,Male,50-64 years,1819,1800,1743
Hockley,Male,65-79 years,1144,1159,1204
Hockley,Male,80+ years,298,294,283
Hockley,Male,5+ years,10021,10003,9937
Hockley,Male,65+ years,1442,1453,1487
Hockley,Male,12+ years,8909,8887,8816
Hockley,Male,<16 years,2561,2551,2530
Hockley,Male,16-49 years,4941,4928,4888
Hood,Female,<5 years,1570,1561,1551
Hood,Female,12-15 years,1477,1474,1490
Hood,Female,16+ years,25829,26007,27050
Hood,Female,50-64 years,6771,6818,7023
Hood,Female,65-79 years,6262,6340,6619
Hood,Female,80+ years,1893,1881,1958
Hood,Female,5+ years,29784,29969,31156
Hood,Female,65+ years,8155,8221,8577
Hood,Female,12+ years,27306,27481,28540
Hood,Female,<16 years,5525,5523,5657
Hood,Female,16-49 years,10903,10968,11450
Hood,Male,<5 years,1601,1584,1541
Hood,Male,12-15 years,1549,1562,1615
Hood,Male,16+ years,24368,24533,25540
Hood,Male,50-64 years,6275,6305,6489
Hood,Male,65-79 years,5786,5839,6114
Hood,Male,80+ years,1509,1524,1567
Hood,Male,5+ years,28643,28839,29974
Hood,Male,65+ years,7295,7363,7681
Hood,Male,12+ years,25917,26095,27155
Hood,Male,<16 years,5876,5890,5975
Hood,Male,16-49 years,10798,10865,11370
Hopkins,Female,<5 years,1133,1116,1095
Hopkins,Female,12-15 years,1012,1010,1008
Hopkins,Female,16+ years,14751,14760,14983
Hopkins,Female,50-64 years,3568,3573,3628
Hopkins,Female,65-79 years,2778,2784,2843
Hopkins,Female,80+ years,902,906,908
Hopkins,Female,5+ years,17481,17497,17732
Hopkins,Female,65+ years,3680,3690,3751
Hopkins,Female,12+ years,15763,15770,15991
Hopkins,Female,<16 years,3863,3853,3844
Hopkins,Female,16-49 years,7503,7497,7604
Hopkins,Male,<5 years,1174,1186,1222
Hopkins,Male,12-15 years,1108,1110,1112
Hopkins,Male,16+ years,14078,14083,14249
Hopkins,Male,50-64 years,3581,3572,3572
Hopkins,Male,65-79 years,2439,2449,2504
Hopkins,Male,80+ years,626,632,631
Hopkins,Male,5+ years,16999,16996,17162
Hopkins,Male,65+ years,3065,3081,3135
Hopkins,Male,12+ years,15186,15193,15361
Hopkins,Male,<16 years,4095,4099,4135
Hopkins,Male,16-49 years,7432,7430,7542
Houston,Female,<5 years,541,536,539
Houston,Female,12-15 years,496,497,497
Houston,Female,16+ years,8303,8308,8343
Houston,Female,50-64 years,2104,2105,2074
Houston,Female,65-79 years,1917,1925,1963
Houston,Female,80+ years,695,694,696
Houston,Female,5+ years,9656,9659,9720
Houston,Female,65+ years,2612,2619,2659
Houston,Female,12+ years,8799,8805,8840
Houston,Female,<16 years,1894,1887,1916
Houston,Female,16-49 years,3587,3584,3610
Houston,Male,<5 years,537,537,552
Houston,Male,12-15 years,532,528,523
Houston,Male,16+ years,9896,9905,10026
Houston,Male,50-64 years,2390,2379,2365
Houston,Male,65-79 years,1770,1775,1787
Houston,Male,80+ years,547,555,558
Houston,Male,5+ years,11332,11336,11430
Houston,Male,65+ years,2317,2330,2345
Houston,Male,12+ years,10428,10433,10549
Houston,Male,<16 years,1973,1968,1956
Houston,Male,16-49 years,5189,5196,5316
Howard,Female,<5 years,1028,1024,950
Howard,Female,12-15 years,806,800,775
Howard,Female,16+ years,11497,11477,11266
Howard,Female,50-64 years,2622,2610,2543
Howard,Female,65-79 years,1679,1675,1698
Howard,Female,80+ years,610,613,589
Howard,Female,5+ years,13734,13705,13426
Howard,Female,65+ years,2289,2288,2287
Howard,Female,12+ years,12303,12277,12041
Howard,Female,<16 years,3265,3252,3110
Howard,Female,16-49 years,6586,6579,6436
Howard,Male,<5 years,1135,1126,1023
Howard,Male,12-15 years,903,898,863
Howard,Male,16+ years,16604,16593,16423
Howard,Male,50-64 years,3999,3984,3924
Howard,Male,65-79 years,1643,1657,1688
Howard,Male,80+ years,457,454,456
Howard,Male,5+ years,18963,18942,18729
Howard,Male,65+ years,2100,2111,2144
Howard,Male,12+ years,17507,17491,17286
Howard,Male,<16 years,3494,3475,3329
Howard,Male,16-49 years,10505,10498,10355
Hudspeth,Female,<5 years,81,80,78
Hudspeth,Female,12-15 years,74,73,79
Hudspeth,Female,16+ years,1193,1197,1210
Hudspeth,Female,50-64 years,257,255,249
Hudspeth,Female,65-79 years,172,175,178
Hudspeth,Female,80+ years,47,49,55
Hudspeth,Female,5+ years,1412,1415,1443
Hudspeth,Female,65+ years,219,224,233
Hudspeth,Female,12+ years,1267,1270,1289
Hudspeth,Female,<16 years,300,298,311
Hudspeth,Female,16-49 years,717,718,728
Hudspeth,Male,<5 years,70,72,94
Hudspeth,Male,12-15 years,75,75,78
Hudspeth,Male,16+ years,1428,1419,1453
Hudspeth,Male,50-64 years,238,240,249
Hudspeth,Male,65-79 years,195,193,204
Hudspeth,Male,80+ years,48,46,43
Hudspeth,Male,5+ years,1639,1629,1672
Hudspeth,Male,65+ years,243,239,247
Hudspeth,Male,12+ years,1503,1494,1531
Hudspeth,Male,<16 years,281,282,313
Hudspeth,Male,16-49 years,947,940,957
Hunt,Female,<5 years,2996,2970,3094
Hunt,Female,12-15 years,2785,2786,2860
Hunt,Female,16+ years,40148,40284,41502
Hunt,Female,50-64 years,9986,10031,10178
Hunt,Female,65-79 years,6556,6592,6796
Hunt,Female,80+ years,1983,2005,2028
Hunt,Female,5+ years,47446,47606,49126
Hunt,Female,65+ years,8539,8597,8824
Hunt,Female,12+ years,42933,43070,44362
Hunt,Female,<16 years,10294,10292,10718
Hunt,Female,16-49 years,21623,21656,22500
Hunt,Male,<5 years,3121,3108,3219
Hunt,Male,12-15 years,2944,2945,3015
Hunt,Male,16+ years,38645,38773,39922
Hunt,Male,50-64 years,9762,9773,9868
Hunt,Male,65-79 years,6004,6061,6261
Hunt,Male,80+ years,1393,1402,1439
Hunt,Male,5+ years,46393,46547,47955
Hunt,Male,65+ years,7397,7463,7700
Hunt,Male,12+ years,41589,41718,42937
Hunt,Male,<16 years,10869,10882,11252
Hunt,Male,16-49 years,21486,21537,22354
Hutchinson,Female,<5 years,633,619,588
Hutchinson,Female,12-15 years,623,614,604
Hutchinson,Female,16+ years,7847,7821,7890
Hutchinson,Female,50-64 years,1845,1841,1806
Hutchinson,Female,65-79 years,1377,1380,1425
Hutchinson,Female,80+ years,467,458,453
Hutchinson,Female,5+ years,9490,9446,9498
Hutchinson,Female,65+ years,1844,1838,1878
Hutchinson,Female,12+ years,8470,8435,8494
Hutchinson,Female,<16 years,2276,2244,2196
Hutchinson,Female,16-49 years,4158,4142,4206
Hutchinson,Male,<5 years,675,679,671
Hutchinson,Male,12-15 years,612,609,607
Hutchinson,Male,16+ years,8174,8154,8120
Hutchinson,Male,50-64 years,1963,1952,1907
Hutchinson,Male,65-79 years,1352,1366,1425
Hutchinson,Male,80+ years,357,352,345
Hutchinson,Male,5+ years,9819,9795,9738
Hutchinson,Male,65+ years,1709,1718,1770
Hutchinson,Male,12+ years,8786,8763,8727
Hutchinson,Male,<16 years,2320,2320,2289
Hutchinson,Male,16-49 years,4502,4484,4443
Irion,Female,<5 years,40,43,49
Irion,Female,12-15 years,33,33,38
Irion,Female,16+ years,579,577,592
Irion,Female,50-64 years,155,156,155
Irion,Female,65-79 years,116,115,118
Irion,Female,80+ years,41,42,47
Irion,Female,5+ years,694,693,719
Irion,Female,65+ years,157,157,165
Irion,Female,12+ years,612,610,630
Irion,Female,<16 years,155,159,176
Irion,Female,16-49 years,267,264,272
Irion,Male,<5 years,33,34,37
Irion,Male,12-15 years,41,42,44
Irion,Male,16+ years,638,642,631
Irion,Male,50-64 years,164,167,166
Irion,Male,65-79 years,123,122,117
Irion,Male,80+ years,35,36,34
Irion,Male,5+ years,746,752,747
Irion,Male,65+ years,158,158,151
Irion,Male,12+ years,679,684,675
Irion,Male,<16 years,141,144,153
Irion,Male,16-49 years,316,317,314
Jack,Female,<5 years,195,193,188
Jack,Female,12-15 years,207,210,223
Jack,Female,16+ years,2937,2948,3018
Jack,Female,50-64 years,736,737,744
Jack,Female,65-79 years,557,560,579
Jack,Female,80+ years,187,187,185
Jack,Female,5+ years,3514,3531,3621
Jack,Female,65+ years,744,747,764
Jack,Female,12+ years,3144,3158,3241
Jack,Female,<16 years,772,776,791
Jack,Female,16-49 years,1457,1464,1510
Jack,Male,<5 years,219,222,215
Jack,Male,12-15 years,252,252,254
Jack,Male,16+ years,3897,3897,4032
Jack,Male,50-64 years,890,891,924
Jack,Male,65-79 years,541,541,542
Jack,Male,80+ years,149,147,159
Jack,Male,5+ years,4544,4546,4688
Jack,Male,65+ years,690,688,701
Jack,Male,12+ years,4149,4149,4286
Jack,Male,<16 years,866,871,871
Jack,Male,16-49 years,2317,2318,2407
Jackson,Female,<5 years,536,529,528
Jackson,Female,12-15 years,447,444,442
Jackson,Female,16+ years,5726,5725,5814
Jackson,Female,50-64 years,1307,1304,1273
Jackson,Female,65-79 years,1058,1070,1122
Jackson,Female,80+ years,413,413,426
Jackson,Female,5+ years,6956,6952,7031
Jackson,Female,65+ years,1471,1483,1548
Jackson,Female,12+ years,6173,6169,6256
Jackson,Female,<16 years,1766,1756,1745
Jackson,Female,16-49 years,2948,2938,2993
Jackson,Male,<5 years,512,515,510
Jackson,Male,12-15 years,445,444,449
Jackson,Male,16+ years,5832,5851,5894
Jackson,Male,50-64 years,1386,1382,1359
Jackson,Male,65-79 years,1025,1036,1070
Jackson,Male,80+ years,276,277,292
Jackson,Male,5+ years,6984,7004,7052
Jackson,Male,65+ years,1301,1313,1362
Jackson,Male,12+ years,6277,6295,6343
Jackson,Male,<16 years,1664,1668,1668
Jackson,Male,16-49 years,3145,3156,3173
Jasper,Female,<5 years,942,914,886
Jasper,Female,12-15 years,903,901,893
Jasper,Female,16+ years,13161,13137,13220
Jasper,Female,50-64 years,3468,3456,3462
Jasper,Female,65-79 years,2717,2719,2772
Jasper,Female,80+ years,821,821,819
Jasper,Female,5+ years,15600,15575,15650
Jasper,Female,65+ years,3538,3540,3591
Jasper,Female,12+ years,14064,14038,14113
Jasper,Female,<16 years,3381,3352,3316
Jasper,Female,16-49 years,6155,6141,6167
Jasper,Male,<5 years,982,988,968
Jasper,Male,12-15 years,964,960,947
Jasper,Male,16+ years,12936,12918,12991
Jasper,Male,50-64 years,3411,3407,3369
Jasper,Male,65-79 years,2472,2474,2532
Jasper,Male,80+ years,614,618,630
Jasper,Male,5+ years,15456,15423,15471
Jasper,Male,65+ years,3086,3092,3162
Jasper,Male,12+ years,13900,13878,13938
Jasper,Male,<16 years,3502,3493,3448
Jasper,Male,16-49 years,6439,6419,6460
Jeff Davis,Female,<5 years,16,15,10
Jeff Davis,Female,12-15 years,12,12,13
Jeff Davis,Female,16+ years,938,932,929
Jeff Davis,Female,50-64 years,271,267,252
Jeff Davis,Female,65-79 years,289,290,305
Jeff Davis,Female,80+ years,69,69,76
Jeff Davis,Female,5+ years,964,956,957
Jeff Davis,Female,65+ years,358,359,381
Jeff Davis,Female,12+ years,950,944,942
Jeff Davis,Female,<16 years,42,39,38
Jeff Davis,Female,16-49 years,309,306,296
Jeff Davis,Male,<5 years,10,7,12
Jeff Davis,Male,12-15 years,21,20,23
Jeff Davis,Male,16+ years,975,969,933
Jeff Davis,Male,50-64 years,290,285,250
Jeff Davis,Male,65-79 years,308,310,313
