NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,PFIZER_AVAILABLE,MODERNA_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE2,JJ_AVAILABLE,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,PublicPhone,WEBSITE
"STARR PLUS PHARMACY,LLC",Pharmacy,,OAK DR SOUTH,LAKE JACKSON,BRAZORIA,208 OAK DR SOUTH SUITE 601,77566,04/13/2021      ,09:52:02        ,0,0,0,0,170,170,0,,
HCA HOUSTON HEALTHCARE MEDICAL CENTER,Hospital,Q,1313 Hermann Dr, Houston,Harris,"1313 Hermann Dr, Houston, TX, 77004",77004,04/13/2021      ,07:16:56        ,0,25,0,25,0,25,25,(713) 527-5000,https://hcahoustonhealthcare.com/locations/medical-center?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing
UT HEALTH - ATHENS,Hospital,G,2000 S Palestine St, Athens,Henderson,"2000 S Palestine St, Athens, TX, 75751",75751,04/14/2021      ,17:12:07        ,0,210,0,320,0,210,320,(903) 676-1000,
LAREDO CARDIOVASCULAR CONSULTANTS PA,Other,,,Lerado,,1710 E Sanders ST,78041,04/14/2021      ,17:31:32        ,0,0,0,0,200,200,0,956-725-1228,
STARR COUNTY MEMORIAL HOSPITAL,Hospital,V,128 N Fm 3167,Rio Grande City,Starr,128 N Fm 3167,78582,04/14/2021      ,08:58:32        ,0,75,0,0,0,75,0,,
Texas A&M University Student Health Center,Community Clinic,,,College Station,Brazos,"311 Houston Street Building, 520  TAMU",77843,04/13/2021      ,16:15:21        ,2000,0,10,0,2000,4000,10,(979) 458-8310,https://shs.tamu.edu/
CHI- ST. LUKE'S PATIENTS MEDICAL CENTER,Pharmacy,Q,4600 E Sam Houston Pkwy S,Pasadena,Harris,4600 E Sam Houston Pkwy S,77505,04/14/2021      ,08:09:10        ,0,100,0,0,0,100,0,(713) 948-7000,https://www.stlukeshealth.org/locations/patients-medical-center?utm_source=LocalSearch&utm_medium=Facility&utm_campaign=CHITexas&utm_term=CHIStLukesHealthPatientsMedicalCenter&y_source=1_MTUxNjI3NTktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
BAYLOR SCOTT WHITE - TEXAS SPINE & JOINT HOSPITAL - TYR,Hospital,G,1814 Roseland, Tyler,Smith,1814 Roseland,75701,04/14/2021      ,09:16:44        ,0,0,0,0,10,10,0,(903) 531-6200,
AN&U Inc,Other,,,Jacksonville,Cherokee,1729 S Jackson St Jacksonville 75766,75766,04/12/2021      ,18:04:09        ,0,0,0,0,124,124,0,,
Brady Medical Clinic,Community Clinic,,2010 Nine Rd,Brady,McCulloch,2010 Nine Rd,76825,04/13/2021      ,09:07:34        ,0,0,0,0,200,200,0,(325) 597-2114,http://www.bradyhospital.com/
Morgan Family Medicine,Other,,,Cleveland,Liberty County,117 South William Barnett,77327,04/08/2021      ,10:04:48        ,0,0,0,0,154,154,0,(281) 592-8000,
Fort Bend Family Health Center Access Health - Mo City,Community Clinic,,307 Texas Pkwy,Missouri city ,FORT BEND,"307 Texas Pkwy Ste 100 Missouri City, TX 77489",77489,04/14/2021      ,09:31:53        ,0,0,0,200,0,0,200,(281) 342-4530,
Fort Bend Family Health Center Access Health - Stafford ,Medical Practice,Q,10435 GREENBOUGH DR,STAFFORD,Fort Bend,10435 GREENBOUGH DR SUITE 300,77477,04/14/2021      ,09:33:19        ,0,200,0,70,0,200,70,(281) 342-4530,
Uvalde Memorial Hospital,Vaccine Hub,P,1025 Garner Field Rd,Uvalde,Uvalde,1025 Garner Field Rd,78801,04/13/2021      ,15:48:44        ,0,0,0,0,0,0,0,830-407-8022,http://www.umhtx.org/patient/covid-19-update/
Val Verde Health Clinic 1801 N Bedell,Community Clinic,,801 N Bedell,Del Rio,Val Verde,801 N Bedell,78840,04/13/2021      ,08:45:40        ,1170,50,0,50,0,1220,50,(830) 775-7555,http://www.vvrmc.org/
Valley Health Clinic,Medical Practice,,2542 Central Palm Drive,Rio Grande City,Starr,2542 Central Palm Drive,78582,04/14/2021      ,08:05:44        ,0,290,0,0,144,434,0,9563521344,
UT HEALTH - CARTHAGE,Hospital,G,409 Cottage Rd, Carthage,Panola,"409 Cottage Rd, Carthage, TX, 75633",75633,04/14/2021      ,09:47:35        ,0,100,0,0,0,100,0,(903) 693-3841,
UT Health Science Center at Tyler ,Vaccine Hub,G,11937 Us Highway 271,Tyler,Smith,11937 Us Highway 271,75708,04/14/2021      ,07:45:28        ,0,0,0,0,0,0,0,903-877-5703,https://www.signupgenius.com/go/UT
Total Men's  Primary Care,Medical Practice,,CANYON RIDGE DR,Austin,Texas,500 CANYON RIDGE DR STE B300,78753,04/14/2021      ,09:05:05        ,0,0,0,0,23,23,0,,
Wellness Pointe Pinetree,Community Clinic,,1761 West Loop 281,Longview,Gregg,1761 West Loop 281,75604,04/09/2021      ,05:46:17        ,0,210,0,0,0,210,0,(903) 758-2610,http://www.wellnesspointe.org/
JAMES S LEE MDPA,Other,,1809 Golden Trail Ct,Carrollton,,"1809 Golden Trail Ct Carrollton, TX 75010",75010,04/08/2021      ,16:18:10        ,0,0,0,0,153,153,0,,
GRAHAM REGIONAL MEDICAL CENTER,Hospital,C,1301 Montgomery Rd, Graham,Young,"1301 Montgomery Rd, Graham, TX, 76450",76450,04/14/2021      ,13:23:11        ,0,0,0,0,70,70,0,(940) 549-3400,
Umsa Primary Care Rural Health,Community Clinic,,,Uvalde,Uvalde,1195 Garner Field Rd Ste 500,78801,04/14/2021      ,08:05:25        ,0,100,0,0,0,100,0,(830) 278-3027,
South Dallas Health Center,Community Clinic,,Spring Ave,Dallas,Dallas,4922 Spring Ave,75210,04/14/2021      ,09:56:12        ,0,0,0,0,180,180,0,,
Allcare Pediatrics-Missouri,Other,,Highway 6,Missouri City,Fort Bend,5201 Highway 6 Ste 500,77459,04/14/2021      ,09:14:16        ,0,0,0,0,10,10,0,,
"Voss Family Clinic, PLLC",Other,,S. Texas 6,Sugar Land,Fort Bend,11920 S. Texas 6 STE 1500 Sugar Land 77498,77498,04/12/2021      ,17:13:49        ,0,0,0,0,100,100,0,,
Bay Area Dialysissinton,Other,,East Sinton St,Sinton,San Patricio,222 East Sinton St,78387,04/13/2021      ,10:55:14        ,0,0,0,0,5,5,0,,
Texas Superior Care Rx LLC,Pharmacy,,5th Street and Main Street ,McCamey,Upton ,111 East 5th Street,79752,04/13/2021      ,23:01:52        ,0,60,0,190,0,60,190,(432) 652-4220,
Tanglewood Pharmacy Inc,Other,,A Northwest Loop,Stephenville,Erath,2445 A Northwest Loop,76401,04/14/2021      ,17:53:32        ,0,0,0,0,175,175,0,,
Frontera Clinicmenard,Other,,119 S Ellis,Menard,Menard,119 S Ellis,76859,04/14/2021      ,16:18:43        ,0,10,0,0,100,110,0,,
Generation Medical Clinic,Medical Practice,,11322 Bellaire Blvd #117,Houston,Harris,11322 Bellaire Boulevard,77072,04/14/2021      ,07:08:38        ,0,0,0,0,15,15,0,(281) 879-1800,
JPS MAIN,Hospital,E,1500 S Main St, Fort Worth,Tarrant,"1500 S Main St, Fort Worth, TX, 76104",76104,04/14/2021      ,11:58:36        ,4000,1000,4000,1000,300,5300,5000,817-702-3431,
ROLLING PLAINS MEMORIAL HOSPITAL,Hospital,D,200 East Arizona,Sweetwater,Nolan,200 East Arizona,79556,04/13/2021      ,14:18:45        ,0,870,0,0,0,870,0,(325) 235-2030,https://www.rpmh.net/home-health/
SISD Employee Health Clinic,Medical Practice,,Bob Mitchell,EL Paso,TX,11950 BOB MITCHELL,79936,04/14/2021      ,12:54:27        ,0,200,0,0,0,200,0,,
Ascension Medical Group Texas-Temple Pedi,Other,,,Temple,Bell,1905 Sw H K Dodgen Loop,76502,04/14/2021      ,08:30:32        ,0,100,0,0,0,100,0,254) 298-2400 ,
Seymour Hospital Rural Health Clinic,Community Clinic,,201 Stadium Dr,Seymour,Baylor,201 Stadium Dr,76380,04/13/2021      ,09:49:57        ,0,200,0,200,0,200,200,(940) 889-5583,http://seymourhospital.com/
BMA of Texas - DBA: FKC Southeast Fort Worth,Other,,3708 E ROSEDALE ST,Fort Worth,TARRANT,3708 E ROSEDALE ST # 140 Fort Worth 76105,76105,04/13/2021      ,12:06:24        ,0,0,0,20,0,0,20,(817) 413-0070,
Dept of Public Health - Ector County / Odessa,Local Health Department,,221 N Texas,Odessa,Ector,221 N Texas,79761,04/14/2021      ,16:51:00        ,0,180,20,0,200,380,20,(432) 498-4141,http://www.co.ector.tx.us/
Bruce And Human Drug,Pharmacy,,"145 N 4th St,",Wills Point ,Van Zandt,"145 N 4th St, Wills Point, TX 75169",75169,04/14/2021      ,18:33:11        ,0,60,0,0,0,60,0,+19038732538,https://www.vitals.com/pharmacy/bruce-and-human-drug-145-n-4th-st-wills-point-tx
MEMORIAL HOSPITAL - SEMINOLE,Hospital,B,209 Nw 8th St,Seminole,Gaines,209 Nw 8th St,79360,04/14/2021      ,09:51:34        ,0,200,0,0,0,200,0,(432) 758-5811,http://www.seminolehospitaldistrict.com/
DSHS - Ballinger,Local Health Department,,2017 Hutchins Avenue,Ballinger,Runnels,2017 Hutchins Avenue,76821,04/14/2021      ,16:25:37        ,0,160,0,100,0,160,100,(325) 365-2564,
DSHS - Mineral Wells,Local Health Department,,4113 Highway 180 E,Mineral Wells,Palo Pinto,4113 Highway 180 E,76067,04/14/2021      ,14:46:49        ,0,200,0,0,0,200,0,(940) 325-7844,
QRC HEALTHMART PHARMACY,Pharmacy,,US HWY 90 W ,CASTROVILLE,MEDINA,"408 Hwy 90, Castroville, TX, USA",78009,04/14/2021      ,02:23:23        ,0,10,0,0,0,10,0,,
Lone Star Circle of Care at GISD-Richarte,Community Clinic,,North Austin Avenue,Georgetown,Williamson,"2295 North Austin Avenue, Georgetown, TX, USA",78626,04/14/2021      ,07:50:33        ,0,0,0,200,0,0,200,877-800-5722,www.lonestarcares.org
"SREEVANI KUNCHAM, MD,PA",Medical Practice,,"131 DEGAN AVE, STE 202",LEWISVILLE,Texas,"131 DEGAN AVE, STE 202",75057,04/14/2021      ,20:36:01        ,0,80,0,0,50,130,0,(972) 436-7424,
Davoodi Family Medicine,Other,,Churchill DR,Flower Mound,Denton,3051 Churchill Dr Ste 100,75022,04/14/2021      ,20:12:04        ,0,0,0,0,5,5,0,,
Trusted Medical Center at Mansfield,Hospital,E,1710 U.S. 287 Frontage Rd,Mansfield,Tarrant,"1710 U.S. 287 Frontage Road, Mansfield, TX, USA",76063,04/13/2021      ,23:03:54        ,0,0,0,0,20,20,0,,
Encompass Health Rehab Hospital of the Mid-Cities,Hospital,,2304 TX-121,Bedford,Tarrant,2304 State Hwy 121,75985,04/13/2021      ,09:10:21        ,0,206,0,324,0,206,324,(817) 684-2015,ashley.donahoe@encompasshealth.com
MEMORIAL HERMANN THE WOODLANDS,Hospital,Q,9250 Pinecroft Drive,Spring,Montgomery,9250 Pinecroft Drive,77380,04/14/2021      ,08:18:55        ,0,0,2340,0,0,0,2340,(713) 897-2300, https://www.memorialhermann.org/locations/woodlands
Sterling County,Other,,304 4th Street,Sterling City,,"304 4th Street Sterling City, TX 76951",76951,04/14/2021      ,08:31:52        ,0,0,0,100,0,0,100,,
Sycamore Medical Clinic,Medical Practice,,S SYCAMORE ST,Palestine,Anderson,1021 S Sycamore.,75801,04/14/2021      ,11:35:10        ,0,0,0,0,100,100,0,(903) 729-8328,https://sycamoremedical.net/
Brookshire Brothers Pharmacy 89,Other,,421 South Main,Lumberton,,"421 South Main Lumberton, TX 77657",77657,04/13/2021      ,18:33:30        ,0,0,0,0,100,100,0,,
Vida Y Salud Health Systems Inc,Other,,S Cesar Chavez Ave,Crystal City,Zavala,308 S Cesar Chavez Ave,78839,04/14/2021      ,08:27:41        ,0,57,0,16,0,57,16,,
TEXAS CHILDREN'S WOODLANDS (LEVEL IV),Hospital,Q,17600 Interstate 45 S,Conroe,Montgomery,17600 Interstate 45 S,77384,04/14/2021      ,07:40:17        ,0,0,0,111,0,0,111,(936) 267-5000,http://www.texaschildrens.org/woodlands
FRISCORX AND COMPOUNDING LLC,Other,,DALLAS PKWY,Plano,Collin,5933 DALLAS PKWY STE 300 Plano 75093,75093,04/10/2021      ,15:23:08        ,0,0,0,20,0,0,20,,
First Lone Star Pharmacy Group LLC,Other,,906 Ne Big Bend Trail,Glen Rose,,906 NE BIG BEND TRAIL Glen Rose 76043,76043,04/14/2021      ,09:39:21        ,0,0,0,10,75,75,10,,
Wise Health Clinic Boyd,Medical Practice,,133 North Fm 730,Boyd,Wise,133 North Fm 730,76023,04/14/2021      ,07:17:15        ,0,0,0,0,45,45,0,(940) 433-2151,https://www.wisehealthclinics.com/locations/whc-primary-care-boyd/
Christus Spohn Health System - Alice,Vaccine Hub,U,2500 E Main St,Alice,Jim Wells,2500 E Main St,78332,04/06/2021      ,22:46:07        ,3570,0,1998,0,0,3570,1998,877-335-5746,https://www.christushealth.org/vaccine
Kelsey-Seybold Clinic Sienna Plantation,Medical Practice,,7010 Hwy 6,Missouri City,Fort Bend,7010 Highway 6,77459,04/14/2021      ,19:49:25        ,0,0,0,0,230,230,0,(713) 442-6742,
DRIVEN MD PLLC,Medical Practice,E,5729 Lebanon Rd Ste 144,Frisco,Collin,5729 Lebanon Rd Ste 144,75034,04/14/2021      ,15:50:27        ,0,50,0,0,0,50,0,2144940177,
CONCHO COUNTY HOSPITAL,Hospital,K,614 Eaker St, Eden,Concho,"614 Eaker St, Eden, TX, 76837",76837,04/12/2021      ,15:42:58        ,0,110,0,200,100,210,200,(325) 869-5911,http://www.conchocounty.hospital/
Albrecht's Pharmacy,Pharmacy,,506 West 5TH St,Clifton,TX,506 West 5th St.,76634,04/14/2021      ,10:17:03        ,0,0,0,0,10,10,0,(254) 675-8398,ADMN@ALBRECHTSPHARMACY.COM
Murphy Fire-Rescue,Other,E,206 N. Murphy Rd. ,Murphy,Collin,206 N. Murphy Rd.,75094,04/14/2021      ,18:22:22        ,0,40,0,0,0,40,0,,
Walgreens Pharmacy 04999,Pharmacy,,,Huntsville,,1570 11TH ST,77340,04/13/2021      ,15:29:08        ,48,0,0,0,100,148,0,(936) 291-6764,https://www.walgreens.com/locator/walgreens-1570+11th+st-huntsville-tx-77340/id=4999
TEXOMA MEDICAL CENTER,Hospital,E,5016 S Us Highway 75,Denison,Grayson,5016 S Us Highway 75,75020,04/14/2021      ,10:35:09        ,1000,0,1000,0,0,1000,1000,(903) 416-4000,https://www.texomamedicalcenter.net/?utm_source=google-business&utm_medium=organic&utm_campaign=homepage
Texoma Hospital Partners LLC,Hospital,,1810 US-82,Sherman,Sherman,"1810 US-82, Sherman, TX 76240",75092,04/14/2021      ,09:43:46        ,0,0,0,0,10,10,0,(903) 870-2600,
Centro De Salud Familiar La Fe Westway,Other,,1713 Banker Rd,Canutillo,El Paso,"1713 Banker Rd, Canutillo, TX, USA",79835,04/14/2021      ,07:49:49        ,0,0,0,200,295,295,200,,
Wise Health Clinics Family And Sports Medicine Decatur,Medical Practice,,,Decatur,Texas,2301 S. Fm 51,76234,04/14/2021      ,07:19:34        ,0,0,0,0,75,75,0,,
Davam Urgent Care - Giddings,Medical Practice,O,2454 East Austin Street,Giddings,Lee,2454 East Austin Street,78942,04/13/2021      ,08:12:24        ,0,100,0,0,0,100,0,979-542-2273,
Lake Whitney Medical Clinic,Community Clinic,M,202 E Jefferson Ave,Whitney,Hill,202 E Jefferson Ave,76692,04/14/2021      ,06:06:35        ,0,640,0,0,0,640,0,,
Austin Regional Clinic - Buda,Medical Practice,,3420 Fm 967 Ste B100,Buda,Hays,3420 Fm 967 Ste B100,78610,04/14/2021      ,07:28:21        ,0,0,0,0,295,295,0,(737) 404-0347,https://www.austinregionalclinic.com/clinics/arc-buda
BRC Healthcare Corporation,Medical Practice,,11503 Parsons Road,Manor,,11503 Parsons Road,78653,04/14/2021      ,09:01:51        ,0,0,0,0,5,5,0,(512) 278-4550,
AUSTIN REGIONAL CLINIC - WILSON PARKE,Medical Practice,,Ste 150 ,Austin,Travis,11714 Wilson Parke Ave,78726,04/13/2021      ,14:54:37        ,0,100,0,0,0,100,0,(737) 247-7200,
Dow Occupational Health,Other,,2301 N Brazosport Blvd B1820,Freeport,Brazoria,"2301 N Brazosport Blvd B1820 Freeport, TX",77541,04/14/2021      ,08:36:14        ,0,80,0,0,195,275,0,,
HOUSTON METHODIST HOSPITAL,Vaccine Hub,Q,6565 Fannin St,Houston,Harris,"6565 Fannin St, Houston, TX, 77030",77030,04/14/2021      ,11:26:32        ,0,0,0,0,0,0,0,281-626-5551,https://www.houstonmethodist.org/texas-vaccine-hub/
St Hope Foundation Of Dickinson,Other,,Medical Park Blvd,Dickinson,Galveston,3750 Medical Park Blvd Ste 150,77539,04/14/2021      ,09:56:07        ,0,0,0,300,0,0,300,,
Happy Pharmacy,Other,, State Hwy 121,Carrollton,Denton,4070 State Hwy 121 Carrollton 75010,75010,04/12/2021      ,19:22:55        ,0,0,0,0,50,50,0,(469) 599-4242,
Amarillo Medical Specialists Llp,Medical Practice,,1215 S Coulter St Ste 400,Amarillo,Potter,1215 S Coulter St Ste 400,79106,04/13/2021      ,18:42:54        ,0,1330,0,0,0,1330,0,(806) 358-8331,http://www.amarillomed.com/
MARTIN COUNTY HOSPITAL DISTRICT,Hospital,J,600 Interstate 20 East,Stanton,Martin,600 Interstate 20 East,79782,04/09/2021      ,09:22:25        ,0,360,0,0,170,530,0,(432) 607-3200,http://www.martincountyhospital.org/
Providence Health Center,Vaccine Hub,M,6901 Medical Pkwy,Waco,McLennan,6901 Medical Pkwy,76712,04/14/2021      ,09:14:30        ,0,0,0,0,0,0,0,254-751-4000,https://www.healthcare.ascension.org
Austin Regional Clinic Georgetown,Medical Practice,,940 W. University Ave Ste. 101,Georgetown,TEXAS,940 W. University Ave. Ste. 101,78626,04/14/2021      ,08:59:56        ,0,133,0,0,0,133,0,,
Cerner Health Connections,Other,,Farm Rd 3129,Queen City,Cass,9978 Farm Rd 3129,75572,04/14/2021      ,15:43:35        ,0,0,0,40,0,0,40,,
WISE HEALTH CLINICS BRIDGEPORT,Medical Practice,,,BRIDGEPORT,TX,2202 US HIGHWAY 380 STE 112,76426,04/14/2021      ,07:20:26        ,0,0,0,0,85,85,0,,
South Arlington Dialysis,Other,,3415 S Cooper St suite 118,Arlington,Tarrant,"3415 South Cooper Street, Arlington, TX, USA",76015,04/14/2021      ,09:32:57        ,0,110,0,0,15,125,0,,
Falls Community Hospital & Clinic,Vaccine Hub,M,322 Coleman Street, Marlin,Falls,"307 Live Oak Street Marlin, TX  76661",76661,04/13/2021      ,09:10:03        ,1170,0,1170,0,70,1240,1170,254-252-2667,http://www.fallshospital.com/
Clinics Of North Texas,Other,,501 Midwestern Pkwy E,Wichita Falls,Wichita,501 Midwestern Pkwy E,76302,04/14/2021      ,08:00:56        ,0,300,0,0,2135,2435,0,(940) 766-3551,http://clinicsofnorthtexas.com/
Zapata Primary Care - Zapata 1,Medical Practice,,US Hwy 83,Zapata,Zapata,105 S US 83,78076,04/14/2021      ,08:39:58        ,0,0,0,410,255,255,410,956-750-3429,
McMullen Community Health Center,Community Clinic,U,203 Hackberry St,Tilden,McMullen,203 Hackberry St,78072,04/14/2021      ,07:48:51        ,0,190,0,180,0,190,180,361-274-3690,www.atascosahealthcenter.org
PARKVIEW REGIONAL HOSPITAL,Pharmacy,M,600 S Bonham St,Mexia,Limestone,600 S Bonham St,76667,04/14/2021      ,08:08:18        ,0,0,0,10,0,0,10,(254) 562-5332,http://www.parkviewregional.com/
Ascension Seton Luling Internal Medicine,Other,,130 Hays St,Luling,Caldwell,130 Hays St Suite D,78648,04/14/2021      ,07:41:37        ,0,0,0,100,0,0,100,(830) 875-7078,RHCMU@ASCENSION.ORG
Parker County Hospital District,Vaccine Hub,,1130 Pecan Dr,Weatherford,Parker,1130 Pecan Dr,76086,04/14/2021      ,08:29:09        ,3000,0,3487,0,0,3000,3487,(817) 341-2520,http://www.pchdtx.org/
Cleveland E Odom,Other,,5516 Lockwood Dr,Houston,HARRIS,5516 Lockwood Dr,77026,04/14/2021      ,16:10:22        ,0,679,0,400,0,679,400,,
COON MEMORIAL HOSPITAL,Vaccine Hub,A,1411 Denver Ave,Dalhart,Dallam,"1411 Denver Ave, Dalhart, TX, 79022",79022,04/13/2021      ,13:40:49        ,2000,0,2000,0,0,2000,2000,(806) 244-4571,https://dhchd.org/services/hospital/
Tarleton State University Student Health,Other,,201 N Saint Felix,Stephenville,Erath,201 N Saint Felix,76401,04/13/2021      ,16:06:21        ,0,270,0,10,200,470,10,+12549689044,https://www.tarleton.edu/counseling/
Next Level Urgent Care Tanglewood,Other,,5749 San Felipe Street,Houston,Harris,5749 San Felipe Street,77057,04/14/2021      ,18:13:19        ,2190,680,0,430,0,2870,430,(281) 783-8162,https://www.nextlevelurgentcare.com/locations/tanglewood/?utm_source=TanglewoodGMB&utm_medium=organic.aspx
Best Value Waddy Pharmacy,Pharmacy,,106 SW 6th Ave,Mineral Wells,Palo Pinto,106 SW 6th Ave,76067,04/13/2021      ,15:48:31        ,0,0,0,0,100,100,0,,
Next Level Urgent Care Hattie Mae,Other,,4400 West 18th Street,Houston,Harris,4400 West 18th Street,77091,04/14/2021      ,18:30:15        ,0,0,5004,0,0,0,5004,(281) 869-3630,http://www.houstonisd.org/hisd
SETON EDGAR B. DAVIS HOSPITAL,Hospital,O,130 Hays St,Luling,Caldwell,130 Hays St,78648,04/14/2021      ,09:22:47        ,0,50,0,250,100,150,250,(830) 875-7000,https://healthcare.ascension.org/Locations/Texas/TXAUS/Luling-Ascension-Seton-Edgar-B-Davis
Carrizo Springs Kidney Disease Clinic,Community Clinic,,South 7th Street,Carrizo Springs,Dimmit,409 South 7th Street,78834,04/14/2021      ,13:40:01        ,0,0,0,0,100,100,0,,
Colorado County EMS,Other,,Radio Ln,Columbus,Colorado,305 RADIO LN # 101,78934,04/14/2021      ,12:13:33        ,0,50,0,0,0,50,0,979-732-2188,
Jeff Davis County Ambulance,Other,,200 Court Ave,Fort Davis,Jeff Davis County,"200 Court Ave, Fort Davis, TX, USA",79734,04/13/2021      ,09:08:13        ,0,80,0,80,0,80,80,,
Fox Rural Health Clinic,Community Clinic,,901 Hwy 83,Childress,Childress,1001 US Highway 83 North,79201,04/14/2021      ,09:05:15        ,0,0,0,160,50,50,160,(940) 937-3636,http://www.childresshospital.com/fox_health_clinic.htm
Walgreens Pharmacy 09410,Other,,1007 E Tyler St,Athens,Henderson,1007 E Tyler St,75751,04/14/2021      ,11:45:27        ,0,10,0,0,0,10,0,+19036750235,https://www.walgreens.com/locator/walgreens-1007+e+tyler+st-athens-tx-75751/id=9410
Longview Wellness Center,Community Clinic,,705 E Marshall Ave,Longview,Gregg,705 E Marshall Ave,75601,04/14/2021      ,08:49:48        ,0,400,0,20,0,400,20,(903) 758-2610,http://www.wellnesspointe.org/
Project Vida Health Center,Other,,561 S Knox,Fort Hancock,Hudspeth,561 S Knox,79839,04/14/2021      ,08:16:03        ,0,150,0,70,185,335,70,915-769-1079,
Texas Wellmed Clinic Pllc,Medical Practice,Q,12246 Queenston Blvd,Houston,Harris,12246 Queenston Blvd STE A,77095,04/12/2021      ,16:12:08        ,0,0,0,0,336,336,0,(281) 246-4668,
AT&T Stadium - Community Vaccination Center,Community Vaccination Center,,1 AT&T Way,Arlington,Tarrant,"1 AT&T Way, Arlington, TX 76011",76011,04/14/2021      ,17:20:57        ,2682,0,0,0,13761,16443,0,,
Wellness Pointe - Mount Pleasant,Medical Practice,F,2015 Mulberry Ave Ste 250,Mount Pleasant,Titus,2015 Mulberry Ave Ste 250,75455,04/14/2021      ,17:37:40        ,0,120,0,20,0,120,20,,
Dept of Public Health - Andrews County / Andrews,Local Health Department,,208 Nw 2nd St,Andrews,Andrews,208 Nw 2nd St,79714,04/14/2021      ,08:00:20        ,0,400,0,0,0,400,0,(432) 524-1434,
ResourceCare Breckenridge,Medical Practice,,2802 West Walker Street,Breckenridge,Stephens,2802 W Walker St,76424,04/14/2021      ,08:51:29        ,0,10,0,10,0,10,10,(254) 559-7215,
BAYLOR SCOTT WHITE MEDICAL CENTER OF PLANO,Vaccine Hub,E,4700 Alliance Blvd,Plano,Collin,4700 Alliance Blvd,75093,04/14/2021      ,08:38:37        ,0,0,0,0,0,0,0,1-844-279-8222,https://www.bswhealth.com/covid-vaccine
BAYLOR SCOTT & WHITE MC - SUNNYVALE,Hospital,E,231 S Collins Rd,Sunnyvale,Dallas,231 S Collins Rd,75182,04/13/2021      ,09:12:49        ,0,0,0,60,0,0,60,(972) 892-3000,https://www.bswhealth.com/locations/sunnyvale/
South Tx Rural Health Serv Cotulla,Other,,105 S Stewart,Cotulla,La Salle,105 S Stewart,78014,04/12/2021      ,09:14:29        ,0,420,0,0,0,420,0,,
Pieratts Pharmacy,Pharmacy,,233 S Knox Ave,Giddings,Lee,233 South Knox Avenue,3429,04/14/2021      ,08:00:39        ,0,120,0,0,0,120,0,(979) 542-3164,
Mi Doctor Lewisville,Medical Practice,,701 S Stemmons Fwy Ste 260,Lewisville,Denton,701 S Stemmons Fwy Ste 260,75067,04/14/2021      ,13:57:05        ,0,0,0,0,50,50,0,(972) 316-6495,http://www.clinicasmidoctor.com/
SEYMOUR HOSPITAL,Hospital,C,200 Stadium Dr,Seymour,Baylor,"200 Stadium Dr, Seymour, TX, 76380",76380,04/13/2021      ,09:47:52        ,0,0,0,0,200,200,0,(940) 889-5572,http://seymourhospital.com/
Wellness Pointe General Medicine 040583,Other,,,Longview,Gregg,1107 East Marshall Ave Bldg 3,75601,04/09/2021      ,06:27:56        ,0,170,0,0,0,170,0,,
Kelsey Seybold Clinic Baytown,Hospital,Q,6300 Garth Rd Suite 200,Baytown,Harris,6300 Garth Rd Suite 200,77521,04/13/2021      ,08:22:13        ,0,0,0,0,2850,2850,0,(713) 442-1240,
BROWNFIELD REGIONAL MEDICAL CENTER,Hospital,B,705 East Felt Street,Brownfield,Terry,705 East Felt Street,79316,04/14/2021      ,00:08:19        ,0,0,0,60,35,35,60,(806) 637-3551,http://www.brownfield-rmc.org/
International Travel Solutions - Plano,Medical Practice,,4700 Dexter Dr #300,Plano,Collin,4700 Dexter Dr #300,75093,04/14/2021      ,08:06:42        ,0,150,0,0,0,150,0,(469) 241-1954,http://passporthealthusa.com/
ENCOMPASS HEALTH REHAB PEARLAND,Hospital,R,2121 Business Center Drive,Pearland,Brazoria,2121 Business Center Drive,77584,04/13/2021      ,06:39:31        ,0,70,0,0,0,70,0,Non-Public,http://encompasshealth.com
PAM REHABILITATION HOSPITAL OF BEAUMONT,Hospital,R,3340 Plaza 10 Dr, Beaumont,Jefferson,"3340 Plaza 10 Dr, Beaumont, TX, 77707",77707,04/14/2021      ,20:10:49        ,0,100,0,30,0,100,30,(409) 835-0835,
AdventHealth Rollins Brook Hospital,Hospital,L,608 North Key Avenue,Lampasas,LAMPASAS,608 North Key Avenue,76550,04/14/2021      ,09:13:05        ,0,580,0,0,0,580,0,512-564-2240,
Kelsey Seybold Clinic Houston 1,Medical Practice,,1111 Augusta Dr,Houston,Harris,1111 Augusta Dr,77057,04/13/2021      ,13:49:25        ,0,200,0,0,500,700,0,(713) 442-0000,https://www.kelsey-seybold.com/
FRIO REGIONAL - PEARSALL,Hospital,P,200 IH 35 South,Pearsall,Frio,200 IH 35 South,78061,04/14/2021      ,13:37:18        ,0,355,0,0,0,355,0,(830) 334-3617,http://www.frioregionalhospital.com/
