Date,Level,COVID_ICU_Beds,COVID_ICU_Patients,COVID_General_Beds,COVID_General_Patients
2022-02-24,Angelina,48,11,96,7
2022-02-25,Angelina,50,5,99,12
2022-02-26,Angelina,7,5,84,16
2022-02-27,Angelina,48,6,108,6
2022-02-28,Angelina,49,3,114,11
2022-03-01,Angelina,51,3,134,12
2022-03-02,Angelina,49,2,122,11
2022-03-03,Angelina,47,6,123,7
2022-03-04,Angelina,49,2,117,7
2022-03-05,Angelina,50,2,125,13
2022-03-06,Angelina,50,2,121,12
2022-03-07,Angelina,45,2,117,13
2022-03-08,Angelina,50,2,145,8
2022-03-09,Angelina,1,2,134,8
2022-03-10,Angelina,49,2,120,7
2022-03-11,Angelina,51,2,125,6
2022-03-12,Angelina,50,2,129,4
2022-03-13,Angelina,49,2,126,4
2022-03-14,Angelina,50,2,33,4
2022-03-15,Angelina,49,2,35,3
2022-03-16,Angelina,37,3,144,2
2022-03-17,Angelina,48,3,133,3
2022-03-18,Angelina,44,2,127,2
2022-03-19,Angelina,43,1,108,1
2022-03-20,Angelina,51,1,74,2
2022-03-21,Angelina,44,1,33,4
2022-03-22,Angelina,38,2,139,1
2022-03-23,Angelina,47,1,125,1
2022-03-24,Angelina,46,0,126,2
2022-03-25,Angelina,46,0,120,2
2022-03-26,Angelina,47,2,125,2
2022-03-27,Angelina,50,2,115,2
2022-03-28,Angelina,0,2,118,3
2022-03-29,Angelina,0,2,44,4
2022-03-30,Angelina,45,2,142,4
2022-03-31,Angelina,51,2,49,3
2022-04-01,Angelina,41,1,136,3
2022-04-02,Angelina,41,1,128,3
2022-04-03,Angelina,51,1,116,3
2022-04-04,Angelina,51,1,113,3
2022-04-05,Angelina,43,1,134,3
2022-04-06,Angelina,51,0,129,3
2022-04-07,Angelina,51,0,41,1
2022-04-08,Angelina,50,0,112,2
2022-04-09,Angelina,50,0,110,2
2022-04-10,Angelina,2,0,94,1
2022-04-11,Angelina,49,1,108,1
2022-04-12,Angelina,51,0,100,2
2022-04-13,Angelina,50,2,109,1
2022-04-14,Angelina,49,0,104,1
2022-04-15,Angelina,49,0,0,1
2022-04-16,Angelina,50,0,101,1
2022-04-17,Angelina,49,0,101,1
2022-04-18,Angelina,49,0,95,1
2022-04-19,Angelina,46,0,114,2
2022-04-20,Angelina,51,0,119,2
2022-04-21,Angelina,51,0,116,2
2022-04-22,Angelina,51,0,103,2
2022-04-23,Angelina,47,0,21,0
2022-04-24,Angelina,49,0,5,0
2022-04-25,Angelina,50,1,8,2
2022-04-26,Angelina,50,1,22,0
2022-04-27,Angelina,50,1,111,0
2022-04-28,Angelina,49,1,32,1
2022-04-29,Angelina,41,0,118,0
2022-04-30,Angelina,42,0,118,0
2022-05-01,Angelina,42,0,108,0
2022-05-02,Angelina,44,0,87,0
2022-05-03,Angelina,51,0,102,1
2022-05-04,Angelina,50,0,93,1
2022-05-05,Angelina,51,0,98,1
2022-05-06,Angelina,50,0,102,1
2022-05-07,Angelina,50,0,98,1
2022-05-08,Angelina,50,0,80,1
2022-05-09,Angelina,49,0,88,0
2022-05-10,Angelina,50,0,117,1
2022-05-11,Angelina,48,0,105,1
2022-05-12,Angelina,42,0,127,0
2022-05-13,Angelina,44,0,128,0
2022-05-14,Angelina,43,0,121,2
2022-05-15,Angelina,46,0,85,0
2022-05-16,Angelina,41,0,94,0
2022-05-17,Angelina,42,1,104,0
2022-05-18,Angelina,44,0,120,2
2022-05-19,Angelina,44,0,124,1
2022-05-20,Angelina,51,0,93,2
2022-05-21,Angelina,50,0,92,2
2022-05-22,Angelina,51,0,81,0
2022-05-23,Angelina,50,0,83,0
2022-05-24,Angelina,51,0,107,0
2022-05-25,Angelina,47,0,117,1
2022-05-26,Angelina,47,0,119,1
2022-05-27,Angelina,49,0,106,1
2022-05-28,Angelina,47,0,75,1
2022-05-29,Angelina,47,0,59,5
2022-05-30,Angelina,48,1,64,2
2022-05-31,Angelina,0,1,89,6
2022-06-01,Angelina,50,1,111,5
2022-06-02,Angelina,47,1,112,4
2022-06-03,Angelina,37,1,126,8
2022-06-04,Angelina,47,1,92,6
2022-06-05,Angelina,50,1,79,3
2022-06-06,Angelina,48,1,99,3
2022-06-07,Angelina,50,1,115,0
2022-06-08,Angelina,49,1,36,2
2022-06-09,Angelina,47,1,113,3
2022-06-10,Angelina,50,1,1,3
2022-06-11,Angelina,49,1,98,0
2022-06-12,Angelina,50,1,101,1
2022-06-13,Angelina,48,1,99,2
2022-06-14,Angelina,48,1,111,3
2022-06-15,Angelina,47,1,113,2
2022-06-16,Angelina,46,1,112,2
2022-06-17,Angelina,50,1,108,5
2022-06-18,Angelina,48,1,95,5
2022-06-19,Angelina,49,1,16,2
2022-06-20,Angelina,51,1,22,2
2022-06-21,Angelina,51,1,32,5
2022-06-22,Angelina,49,1,121,6
2022-06-23,Angelina,45,1,110,5
2022-06-24,Angelina,49,1,115,5
2022-06-25,Angelina,0,1,113,8
2022-06-26,Angelina,0,1,109,9
2022-06-27,Angelina,0,1,99,10
2022-06-28,Angelina,51,1,114,9
2022-06-29,Angelina,48,1,28,9
2022-06-30,Angelina,51,2,109,7
2022-07-01,Angelina,50,2,121,10
2022-07-02,Angelina,1,2,32,7
2022-07-03,Angelina,51,2,98,6
2022-07-04,Angelina,49,2,33,7
2022-07-05,Angelina,50,2,115,11
2022-07-06,Angelina,47,3,121,11
2022-07-07,Angelina,50,3,109,6
2022-07-08,Angelina,2,3,108,11
2022-07-09,Angelina,4,3,101,9
2022-07-10,Angelina,48,6,103,5
2022-07-11,Angelina,50,3,112,13
2022-07-12,Angelina,51,4,127,9
2022-07-13,Angelina,49,3,137,11
2022-07-14,Angelina,50,1,128,11
2022-07-15,Angelina,51,1,131,11
2022-07-16,Angelina,50,1,118,10
2022-07-17,Angelina,50,1,111,12
2022-07-18,Angelina,51,1,122,11
2022-07-19,Angelina,2,1,133,10
2022-07-20,Angelina,50,5,135,12
2022-07-21,Angelina,49,7,149,20
2022-07-22,Angelina,6,7,22,20
2022-07-23,Angelina,3,7,116,29
2022-07-24,Angelina,41,7,104,21
2022-07-25,Angelina,51,6,122,18
2022-07-26,Angelina,51,6,120,18
2022-07-27,Angelina,50,7,128,19
2022-07-28,Angelina,48,5,143,18
2022-07-29,Angelina,48,5,138,15
2022-07-30,Angelina,49,5,123,12
2022-07-31,Angelina,50,5,125,11
2022-08-01,Angelina,1,5,106,13
2022-08-02,Angelina,51,5,41,10
2022-08-03,Angelina,50,2,113,13
2022-08-04,Angelina,46,1,100,10
2022-08-05,Angelina,49,1,26,7
2022-08-06,Angelina,50,3,116,10
2022-08-07,Angelina,51,1,41,6
2022-08-08,Angelina,50,4,122,7
2022-08-09,Angelina,51,1,136,9
2022-08-10,Angelina,50,1,48,6
2022-08-11,Angelina,51,1,46,7
2022-08-12,Angelina,50,1,133,8
2022-08-13,Angelina,51,1,29,6
2022-08-14,Angelina,51,1,109,6
2022-08-15,Angelina,51,1,33,6
2022-08-16,Angelina,51,1,33,6
2022-08-17,Angelina,3,1,140,15
2022-08-18,Angelina,49,6,120,16
2022-08-19,Angelina,47,5,228,18
2022-08-20,Angelina,51,4,32,6
2022-08-21,Angelina,49,5,25,7
2022-08-22,Angelina,51,5,30,11
2020-04-01,Brazoria,36,1,89,3
2020-04-02,Brazoria,35,1,47,2
2020-04-03,Brazoria,36,6,55,13
2020-04-04,Brazoria,34,4,45,9
2020-04-05,Brazoria,23,4,57,8
2020-04-06,Brazoria,36,7,47,18
2020-04-07,Brazoria,35,4,49,19
2020-04-08,Brazoria,35,4,62,11
2020-04-09,Brazoria,37,5,68,7
2020-04-10,Brazoria,39,5,47,6
2020-04-11,Brazoria,25,4,60,3
2020-04-12,Brazoria,26,4,41,5
2020-04-13,Brazoria,34,7,45,7
2020-04-14,Brazoria,33,8,55,10
2020-04-15,Brazoria,4,8,64,7
2020-04-16,Brazoria,30,8,68,11
2020-04-17,Brazoria,36,5,102,14
2020-04-18,Brazoria,29,4,105,13
2020-04-19,Brazoria,26,3,99,5
2020-04-20,Brazoria,36,4,85,4
2020-04-21,Brazoria,32,5,101,5
2020-04-22,Brazoria,26,3,109,8
2020-04-23,Brazoria,28,4,107,2
2020-04-24,Brazoria,36,5,111,8
2020-04-25,Brazoria,31,2,50,6
2020-04-26,Brazoria,37,7,83,7
2020-04-27,Brazoria,34,4,105,10
2020-04-28,Brazoria,38,2,124,10
2020-04-29,Brazoria,37,2,133,13
2020-04-30,Brazoria,27,2,125,24
2020-05-01,Brazoria,25,0,130,10
2020-05-02,Brazoria,2,0,125,7
2020-05-03,Brazoria,2,0,128,10
2020-05-04,Brazoria,38,1,130,16
2020-05-05,Brazoria,36,0,139,16
2020-05-06,Brazoria,29,2,137,9
2020-05-07,Brazoria,36,2,117,8
2020-05-08,Brazoria,31,1,151,6
2020-05-09,Brazoria,32,2,110,3
2020-05-10,Brazoria,36,4,104,3
2020-05-11,Brazoria,39,2,109,7
2020-05-12,Brazoria,35,0,125,11
2020-05-13,Brazoria,33,0,135,12
2020-05-14,Brazoria,28,3,139,8
2020-05-15,Brazoria,34,5,156,11
2020-05-16,Brazoria,35,3,137,15
2020-05-17,Brazoria,6,3,116,14
2020-05-18,Brazoria,5,3,118,13
2020-05-19,Brazoria,38,8,140,16
2020-05-20,Brazoria,7,8,155,19
2020-05-21,Brazoria,7,8,143,21
2020-05-22,Brazoria,37,8,-37,21
2020-05-23,Brazoria,36,5,122,11
2020-05-24,Brazoria,37,6,113,15
2020-05-25,Brazoria,33,5,81,8
2020-05-26,Brazoria,35,5,143,15
2020-05-27,Brazoria,38,1,82,8
2020-05-28,Brazoria,37,7,135,15
2020-05-29,Brazoria,38,5,133,11
2020-05-30,Brazoria,36,6,228,19
2020-05-31,Brazoria,31,6,142,26
2020-06-01,Brazoria,34,8,138,12
2020-06-02,Brazoria,38,8,154,9
2020-06-03,Brazoria,37,7,149,19
2020-06-04,Brazoria,40,6,150,15
2020-06-05,Brazoria,38,6,138,12
2020-06-06,Brazoria,37,7,127,13
2020-06-07,Brazoria,39,5,130,10
2020-06-08,Brazoria,38,11,281,27
2020-06-09,Brazoria,39,6,140,18
2020-06-10,Brazoria,9,6,154,18
2020-06-11,Brazoria,7,6,15,18
2020-06-12,Brazoria,40,8,132,13
2020-06-13,Brazoria,39,8,130,12
2020-06-14,Brazoria,38,6,121,19
2020-06-15,Brazoria,5,6,139,22
2020-06-16,Brazoria,37,6,141,14
2020-06-17,Brazoria,35,7,156,14
2020-06-18,Brazoria,34,4,157,21
2020-06-19,Brazoria,38,7,144,19
2020-06-20,Brazoria,39,8,189,25
2020-06-21,Brazoria,36,22,178,20
2020-06-22,Brazoria,35,7,136,26
2020-06-23,Brazoria,36,11,196,32
2020-06-24,Brazoria,40,8,200,39
2020-06-25,Brazoria,10,8,212,63
2020-06-26,Brazoria,38,14,56,63
2020-06-27,Brazoria,35,16,201,49
2020-06-28,Brazoria,36,20,182,61
2020-06-29,Brazoria,39,18,191,70
2020-06-30,Brazoria,13,18,210,57
2020-07-01,Brazoria,38,15,44,57
2020-07-02,Brazoria,38,15,202,34
2020-07-03,Brazoria,39,11,164,46
2020-07-04,Brazoria,38,22,181,52
2020-07-05,Brazoria,36,24,208,55
2020-07-06,Brazoria,38,17,210,70
2020-07-07,Brazoria,39,27,221,69
2020-07-08,Brazoria,40,25,232,62
2020-07-09,Brazoria,18,25,227,76
2020-07-10,Brazoria,39,17,230,73
2020-07-11,Brazoria,40,24,216,74
2020-07-12,Brazoria,23,24,201,78
2020-07-13,Brazoria,16,24,210,77
2020-07-14,Brazoria,17,24,68,77
2020-07-15,Brazoria,17,24,213,72
2020-07-16,Brazoria,16,24,227,75
2020-07-17,Brazoria,37,14,214,65
2020-07-18,Brazoria,38,16,202,72
2020-07-19,Brazoria,39,27,210,65
2020-07-20,Brazoria,19,27,67,65
2020-07-21,Brazoria,40,23,220,58
2020-07-22,Brazoria,17,23,198,63
2020-07-23,Brazoria,38,21,202,52
2020-07-24,Brazoria,40,21,208,52
2020-07-25,Brazoria,27,21,189,47
2020-07-26,Brazoria,22,21,178,48
2020-07-27,Brazoria,19,21,195,59
2020-07-28,Brazoria,39,20,204,42
2020-07-29,Brazoria,40,19,163,48
2020-07-30,Brazoria,39,15,193,41
2020-07-31,Brazoria,20,15,153,36
2020-08-01,Brazoria,37,21,192,28
2020-08-02,Brazoria,39,30,198,32
2020-08-03,Brazoria,23,30,157,44
2020-08-04,Brazoria,21,30,176,47
2020-08-05,Brazoria,35,16,220,32
2020-08-06,Brazoria,40,15,205,44
2020-08-07,Brazoria,14,15,201,31
2020-08-08,Brazoria,18,15,184,28
2020-08-09,Brazoria,39,13,180,23
2020-08-10,Brazoria,37,13,157,28
2020-08-11,Brazoria,20,13,193,25
2020-08-12,Brazoria,40,12,158,30
2020-08-13,Brazoria,38,20,226,31
2020-08-14,Brazoria,38,20,224,34
2020-08-15,Brazoria,37,22,205,21
2020-08-16,Brazoria,38,14,194,38
2020-08-17,Brazoria,37,14,204,41
2020-08-18,Brazoria,34,16,215,31
2020-08-19,Brazoria,36,12,209,36
2020-08-20,Brazoria,39,15,223,37
2020-08-21,Brazoria,37,12,165,33
2020-08-22,Brazoria,17,12,213,18
2020-08-23,Brazoria,35,15,199,21
2020-08-24,Brazoria,12,15,207,21
2020-08-25,Brazoria,36,15,216,13
2020-08-26,Brazoria,38,14,181,10
2020-08-27,Brazoria,31,12,119,10
2020-08-28,Brazoria,35,13,206,19
2020-08-29,Brazoria,32,11,196,21
2020-08-30,Brazoria,34,13,194,13
2020-08-31,Brazoria,36,10,200,21
2020-09-01,Brazoria,38,12,214,20
2020-09-02,Brazoria,40,14,212,17
2020-09-03,Brazoria,38,7,111,14
2020-09-04,Brazoria,33,10,208,18
2020-09-05,Brazoria,40,9,189,14
2020-09-06,Brazoria,38,8,188,14
2020-09-07,Brazoria,7,8,184,18
2020-09-08,Brazoria,37,9,180,20
2020-09-09,Brazoria,36,7,209,22
2020-09-10,Brazoria,39,6,216,25
2020-09-11,Brazoria,38,7,182,28
2020-09-12,Brazoria,37,10,208,25
2020-09-13,Brazoria,38,14,209,16
2020-09-14,Brazoria,35,13,213,18
2020-09-15,Brazoria,38,8,184,15
2020-09-16,Brazoria,33,8,227,19
2020-09-17,Brazoria,36,8,228,18
2020-09-18,Brazoria,38,8,217,11
2020-09-19,Brazoria,9,8,166,13
2020-09-20,Brazoria,35,10,201,9
2020-09-21,Brazoria,38,9,198,13
2020-09-22,Brazoria,8,9,223,11
2020-09-23,Brazoria,40,6,231,15
2020-09-24,Brazoria,12,6,253,17
2020-09-25,Brazoria,39,13,221,13
2020-09-26,Brazoria,37,10,211,13
2020-09-27,Brazoria,39,12,210,11
2020-09-28,Brazoria,11,12,198,11
2020-09-29,Brazoria,40,9,193,13
2020-09-30,Brazoria,8,9,194,12
2020-10-01,Brazoria,35,7,187,9
2020-10-02,Brazoria,38,5,184,15
2020-10-03,Brazoria,35,5,182,12
2020-10-04,Brazoria,36,6,176,11
2020-10-05,Brazoria,39,6,178,12
2020-10-06,Brazoria,7,6,207,12
2020-10-07,Brazoria,37,6,228,15
2020-10-08,Brazoria,38,8,181,17
2020-10-09,Brazoria,36,6,213,16
2020-10-10,Brazoria,38,6,195,37
2020-10-11,Brazoria,36,4,165,15
2020-10-12,Brazoria,3,4,118,13
2020-10-13,Brazoria,39,5,182,13
2020-10-14,Brazoria,35,6,183,16
2020-10-15,Brazoria,37,4,187,17
2020-10-16,Brazoria,34,5,203,18
2020-10-17,Brazoria,38,5,204,12
2020-10-18,Brazoria,6,5,207,13
2020-10-19,Brazoria,36,7,196,12
2020-10-20,Brazoria,38,8,191,12
2020-10-21,Brazoria,11,8,205,18
2020-10-22,Brazoria,32,8,199,17
2020-10-23,Brazoria,31,12,211,12
2020-10-24,Brazoria,35,12,185,15
2020-10-25,Brazoria,15,12,186,13
2020-10-26,Brazoria,16,12,196,14
2020-10-27,Brazoria,32,9,208,12
2020-10-28,Brazoria,7,9,203,13
2020-10-29,Brazoria,37,8,166,16
2020-10-30,Brazoria,6,8,160,17
2020-10-31,Brazoria,39,7,119,11
2020-11-01,Brazoria,6,7,117,22
2020-11-02,Brazoria,38,4,189,14
2020-11-03,Brazoria,37,5,201,15
2020-11-04,Brazoria,34,6,195,17
2020-11-05,Brazoria,37,6,180,16
2020-11-06,Brazoria,36,9,186,20
2020-11-07,Brazoria,8,9,193,21
2020-11-08,Brazoria,7,9,202,22
2020-11-09,Brazoria,39,16,221,26
2020-11-10,Brazoria,40,13,220,24
2020-11-11,Brazoria,32,9,216,16
2020-11-12,Brazoria,38,10,227,19
2020-11-13,Brazoria,39,12,234,19
2020-11-14,Brazoria,19,10,168,20
2020-11-15,Brazoria,38,14,202,25
2020-11-16,Brazoria,11,14,196,18
2020-11-17,Brazoria,39,6,222,27
2020-11-18,Brazoria,36,8,207,25
2020-11-19,Brazoria,33,11,223,25
2020-11-20,Brazoria,38,6,222,22
2020-11-21,Brazoria,36,12,202,19
2020-11-22,Brazoria,6,12,189,30
2020-11-23,Brazoria,9,12,209,33
2020-11-24,Brazoria,39,12,224,27
2020-11-25,Brazoria,36,7,220,27
2020-11-26,Brazoria,40,9,176,27
2020-11-27,Brazoria,38,13,168,28
2020-11-28,Brazoria,39,11,176,29
2020-11-29,Brazoria,40,12,183,28
2020-11-30,Brazoria,37,11,184,32
2020-12-01,Brazoria,39,13,216,31
2020-12-02,Brazoria,40,11,214,25
2020-12-03,Brazoria,37,14,224,31
2020-12-04,Brazoria,39,13,229,23
2020-12-05,Brazoria,34,13,163,27
2020-12-06,Brazoria,38,7,193,22
2020-12-07,Brazoria,40,14,196,30
2020-12-08,Brazoria,38,15,200,29
2020-12-09,Brazoria,40,15,220,31
2020-12-10,Brazoria,13,15,231,31
2020-12-11,Brazoria,15,15,232,22
2020-12-12,Brazoria,17,15,215,33
2020-12-13,Brazoria,17,15,158,24
2020-12-14,Brazoria,15,15,208,39
2020-12-15,Brazoria,16,15,223,39
2020-12-16,Brazoria,39,17,208,42
2020-12-17,Brazoria,38,12,204,42
2020-12-18,Brazoria,32,13,230,48
2020-12-19,Brazoria,40,14,200,42
2020-12-20,Brazoria,39,12,190,37
2020-12-21,Brazoria,13,12,158,47
2020-12-22,Brazoria,12,12,223,65
2020-12-23,Brazoria,38,15,170,59
2020-12-24,Brazoria,18,15,146,49
2020-12-25,Brazoria,40,16,145,60
2020-12-26,Brazoria,17,16,167,62
2020-12-27,Brazoria,16,16,184,65
2020-12-28,Brazoria,14,16,191,68
2020-12-29,Brazoria,16,16,195,70
2020-12-30,Brazoria,19,16,233,62
2020-12-31,Brazoria,39,16,199,67
2021-01-01,Brazoria,40,22,159,65
2021-01-02,Brazoria,31,19,160,70
2021-01-03,Brazoria,39,19,196,79
2021-01-04,Brazoria,40,22,214,77
2021-01-05,Brazoria,31,22,226,81
2021-01-06,Brazoria,40,23,214,81
2021-01-07,Brazoria,25,23,232,65
2021-01-08,Brazoria,22,23,230,64
2021-01-09,Brazoria,25,23,245,68
2021-01-10,Brazoria,24,23,218,67
2021-01-11,Brazoria,22,23,200,73
2021-01-12,Brazoria,39,18,250,74
2021-01-13,Brazoria,20,18,264,71
2021-01-14,Brazoria,36,23,266,67
2021-01-15,Brazoria,40,24,262,70
2021-01-16,Brazoria,40,24,239,43
2021-01-17,Brazoria,23,24,234,69
2021-01-18,Brazoria,38,21,250,69
2021-01-19,Brazoria,40,25,262,90
2021-01-20,Brazoria,38,20,252,77
2021-01-21,Brazoria,37,19,264,64
2021-01-22,Brazoria,18,19,197,61
2021-01-23,Brazoria,40,15,251,65
2021-01-24,Brazoria,39,17,235,65
2021-01-25,Brazoria,40,18,227,68
2021-01-26,Brazoria,39,20,238,61
2021-01-27,Brazoria,32,18,242,52
2021-01-28,Brazoria,40,18,231,55
2021-01-29,Brazoria,39,17,247,67
2021-01-30,Brazoria,26,17,223,65
2021-01-31,Brazoria,15,17,224,65
2021-02-01,Brazoria,40,14,232,63
2021-02-02,Brazoria,39,17,230,55
2021-02-03,Brazoria,18,17,208,70
2021-02-04,Brazoria,16,17,240,62
2021-02-05,Brazoria,40,14,245,64
2021-02-06,Brazoria,16,14,179,56
2021-02-07,Brazoria,36,14,230,56
2021-02-08,Brazoria,40,15,228,57
2021-02-09,Brazoria,38,20,232,49
2021-02-10,Brazoria,40,21,228,47
2021-02-11,Brazoria,17,21,236,44
2021-02-12,Brazoria,14,21,229,46
2021-02-13,Brazoria,16,21,127,49
2021-02-14,Brazoria,38,15,217,52
2021-02-15,Brazoria,40,18,222,56
2021-02-16,Brazoria,20,18,233,59
2021-02-17,Brazoria,23,18,271,76
2021-02-18,Brazoria,39,12,268,56
2021-02-19,Brazoria,40,9,241,32
2021-02-20,Brazoria,11,9,239,42
2021-02-21,Brazoria,39,9,227,37
2021-02-22,Brazoria,40,9,250,43
2021-02-23,Brazoria,39,18,256,40
2021-02-24,Brazoria,21,18,254,40
2021-02-25,Brazoria,32,10,263,43
2021-02-26,Brazoria,39,11,260,41
2021-02-27,Brazoria,10,11,254,44
2021-02-28,Brazoria,38,14,247,50
2021-03-01,Brazoria,10,14,242,48
2021-03-02,Brazoria,37,7,247,53
2021-03-03,Brazoria,38,10,243,46
2021-03-04,Brazoria,40,11,229,56
2021-03-05,Brazoria,38,7,234,39
2021-03-06,Brazoria,9,7,225,49
2021-03-07,Brazoria,12,7,229,45
2021-03-08,Brazoria,40,11,217,42
2021-03-09,Brazoria,12,11,165,30
2021-03-10,Brazoria,12,11,218,40
2021-03-11,Brazoria,12,11,238,42
2021-03-12,Brazoria,39,11,257,52
2021-03-13,Brazoria,40,15,255,52
2021-03-14,Brazoria,13,15,180,55
2021-03-15,Brazoria,13,15,226,49
2021-03-16,Brazoria,14,15,243,61
2021-03-17,Brazoria,39,11,242,41
2021-03-18,Brazoria,37,8,248,43
2021-03-19,Brazoria,38,11,222,39
2021-03-20,Brazoria,40,11,35,39
2021-03-21,Brazoria,39,11,216,49
2021-03-22,Brazoria,10,11,233,40
2021-03-23,Brazoria,13,11,240,43
2021-03-24,Brazoria,13,11,227,40
2021-03-25,Brazoria,36,12,233,40
2021-03-26,Brazoria,40,12,190,33
2021-03-27,Brazoria,33,12,234,25
2021-03-28,Brazoria,40,15,205,28
2021-03-29,Brazoria,14,15,212,23
2021-03-30,Brazoria,38,10,221,15
2021-03-31,Brazoria,39,10,223,24
2021-04-01,Brazoria,12,10,236,28
2021-04-02,Brazoria,40,10,231,31
2021-04-03,Brazoria,39,6,172,27
2021-04-04,Brazoria,37,12,206,36
2021-04-05,Brazoria,9,12,207,21
2021-04-06,Brazoria,36,11,231,30
2021-04-07,Brazoria,39,10,229,32
2021-04-08,Brazoria,8,10,29,32
2021-04-09,Brazoria,40,10,183,22
2021-04-10,Brazoria,39,12,247,26
2021-04-11,Brazoria,13,12,223,30
2021-04-12,Brazoria,12,12,229,33
2021-04-13,Brazoria,10,12,235,47
2021-04-14,Brazoria,40,12,244,42
2021-04-15,Brazoria,40,12,241,40
2021-04-16,Brazoria,38,8,49,40
2021-04-17,Brazoria,39,10,244,40
2021-04-18,Brazoria,9,10,233,32
2021-04-19,Brazoria,38,10,234,28
2021-04-20,Brazoria,40,11,250,26
2021-04-21,Brazoria,39,12,237,27
2021-04-22,Brazoria,40,11,227,23
2021-04-23,Brazoria,38,12,27,23
2021-04-24,Brazoria,14,12,211,25
2021-04-25,Brazoria,40,12,230,28
2021-04-26,Brazoria,11,12,220,25
2021-04-27,Brazoria,15,12,224,21
2021-04-28,Brazoria,37,17,16,21
2021-04-29,Brazoria,35,21,220,17
2021-04-30,Brazoria,38,17,192,9
2021-05-01,Brazoria,38,17,218,13
2021-05-02,Brazoria,40,19,217,10
2021-05-03,Brazoria,37,19,176,11
2021-05-04,Brazoria,17,19,240,12
2021-05-05,Brazoria,38,18,233,16
2021-05-06,Brazoria,39,13,228,9
2021-05-07,Brazoria,38,16,224,6
2021-05-08,Brazoria,37,14,244,11
2021-05-09,Brazoria,37,14,210,13
2021-05-10,Brazoria,13,14,226,13
2021-05-11,Brazoria,39,15,233,12
2021-05-12,Brazoria,40,13,204,11
2021-05-13,Brazoria,29,6,220,7
2021-05-14,Brazoria,37,6,226,13
2021-05-15,Brazoria,40,13,197,8
2021-05-16,Brazoria,15,13,181,12
2021-05-17,Brazoria,39,11,218,12
2021-05-18,Brazoria,39,11,224,7
2021-05-19,Brazoria,40,11,231,3
2021-05-20,Brazoria,37,12,238,6
2021-05-21,Brazoria,40,12,218,5
2021-05-22,Brazoria,37,9,218,5
2021-05-23,Brazoria,38,7,151,4
2021-05-24,Brazoria,8,7,206,2
2021-05-25,Brazoria,2,7,235,7
2021-05-26,Brazoria,40,7,208,3
2021-05-27,Brazoria,38,7,215,2
2021-05-28,Brazoria,34,4,213,2
2021-05-29,Brazoria,37,6,205,4
2021-05-30,Brazoria,36,5,170,7
2021-05-31,Brazoria,35,5,197,8
2021-06-01,Brazoria,36,5,204,9
2021-06-02,Brazoria,38,6,224,7
2021-06-03,Brazoria,37,6,168,12
2021-06-04,Brazoria,40,5,223,15
2021-06-05,Brazoria,35,4,206,6
2021-06-06,Brazoria,5,4,197,6
2021-06-07,Brazoria,37,7,202,4
2021-06-08,Brazoria,37,7,239,11
2021-06-09,Brazoria,40,7,216,10
2021-06-10,Brazoria,39,7,223,15
2021-06-11,Brazoria,38,6,214,14
2021-06-12,Brazoria,39,5,153,12
2021-06-13,Brazoria,36,5,214,8
2021-06-14,Brazoria,40,3,163,12
2021-06-15,Brazoria,38,6,244,11
2021-06-16,Brazoria,36,7,211,10
2021-06-17,Brazoria,37,4,213,10
2021-06-18,Brazoria,38,6,200,9
2021-06-19,Brazoria,35,7,213,8
2021-06-20,Brazoria,38,3,143,5
2021-06-21,Brazoria,40,3,147,8
2021-06-22,Brazoria,37,1,202,10
2021-06-23,Brazoria,32,3,180,7
2021-06-24,Brazoria,36,2,215,6
2021-06-25,Brazoria,39,4,230,6
2021-06-26,Brazoria,39,4,163,6
2021-06-27,Brazoria,40,6,162,6
2021-06-28,Brazoria,40,6,205,10
2021-06-29,Brazoria,7,6,224,7
2021-06-30,Brazoria,6,6,221,9
2021-07-01,Brazoria,8,6,216,9
2021-07-02,Brazoria,39,5,219,9
2021-07-03,Brazoria,38,9,199,10
2021-07-04,Brazoria,40,7,149,10
2021-07-05,Brazoria,6,7,200,12
2021-07-06,Brazoria,36,4,205,9
2021-07-07,Brazoria,40,7,226,13
2021-07-08,Brazoria,4,7,220,17
2021-07-09,Brazoria,8,7,215,25
2021-07-10,Brazoria,38,7,198,25
2021-07-11,Brazoria,37,7,144,24
2021-07-12,Brazoria,38,10,208,19
2021-07-13,Brazoria,40,8,225,18
2021-07-14,Brazoria,39,8,226,19
2021-07-15,Brazoria,38,8,239,17
2021-07-16,Brazoria,40,3,175,20
2021-07-17,Brazoria,10,3,226,23
2021-07-18,Brazoria,9,3,169,24
2021-07-19,Brazoria,12,3,236,34
2021-07-20,Brazoria,11,3,230,25
2021-07-21,Brazoria,39,3,224,24
2021-07-22,Brazoria,40,6,230,31
2021-07-23,Brazoria,13,6,224,34
2021-07-24,Brazoria,39,6,38,34
2021-07-25,Brazoria,15,6,176,33
2021-07-26,Brazoria,40,17,215,30
2021-07-27,Brazoria,23,17,235,28
2021-07-28,Brazoria,23,17,228,38
2021-07-29,Brazoria,21,17,229,36
2021-07-30,Brazoria,18,17,232,56
2021-07-31,Brazoria,12,17,189,47
2021-08-01,Brazoria,20,17,198,51
2021-08-02,Brazoria,21,17,232,65
2021-08-03,Brazoria,21,17,247,59
2021-08-04,Brazoria,23,17,257,64
2021-08-05,Brazoria,22,17,253,67
